20	2026-03-05 15:43:39	488619	886.19
19	2026-03-06 19:30:18	588618	886.18
19	2026-03-04 11:56:58	388618	886.18
18	2026-03-05 15:43:37	488617	886.17
18	2026-03-04 11:56:57	388617	886.17
17	2026-03-06 19:30:16	588616	886.16
17	2026-03-05 15:43:36	488616	886.16
20	2026-03-05 15:40:19	488419	884.19
20	2026-03-04 11:53:39	388419	884.19
19	2026-03-06 19:26:58	588418	884.18
19	2026-03-05 15:40:18	488418	884.18
18	2026-03-06 19:26:57	588417	884.17
18	2026-03-04 11:53:37	388417	884.17
17	2026-03-05 15:40:16	488416	884.16
17	2026-03-04 11:53:36	388416	884.16
20	2026-03-06 19:23:39	588219	882.19
20	2026-03-04 11:50:19	388219	882.19
19	2026-03-05 15:36:58	488218	882.18
19	2026-03-04 11:50:18	388218	882.18
18	2026-03-06 19:23:37	588217	882.17
18	2026-03-05 15:36:57	488217	882.17
17	2026-03-06 19:23:36	588216	882.16
17	2026-03-04 11:50:16	388216	882.16
20	2026-03-06 19:20:19	588019	880.19
20	2026-03-05 15:33:39	488019	880.19
19	2026-03-06 19:20:18	588018	880.18
19	2026-03-04 11:46:58	388018	880.18
18	2026-03-05 15:33:37	488017	880.17
18	2026-03-04 11:46:57	388017	880.17
17	2026-03-06 19:20:16	588016	880.16
17	2026-03-05 15:33:36	488016	880.16
20	2026-03-05 15:30:19	487819	878.19
20	2026-03-04 11:43:39	387819	878.19
19	2026-03-06 19:16:58	587818	878.18
19	2026-03-05 15:30:18	487818	878.18
18	2026-03-06 19:16:57	587817	878.17
18	2026-03-04 11:43:37	387817	878.17
17	2026-03-05 15:30:16	487816	878.16
17	2026-03-04 11:43:36	387816	878.16
20	2026-03-06 19:13:39	587619	876.19
20	2026-03-04 11:40:19	387619	876.19
19	2026-03-05 15:26:58	487618	876.18
19	2026-03-04 11:40:18	387618	876.18
18	2026-03-06 19:13:37	587617	876.17
18	2026-03-05 15:26:57	487617	876.17
17	2026-03-06 19:13:36	587616	876.16
17	2026-03-04 11:40:16	387616	876.16
20	2026-03-06 19:10:19	587419	874.19
20	2026-03-05 15:23:39	487419	874.19
19	2026-03-06 19:10:18	587418	874.18
19	2026-03-04 11:36:58	387418	874.18
18	2026-03-05 15:23:37	487417	874.17
18	2026-03-04 11:36:57	387417	874.17
17	2026-03-06 19:10:16	587416	874.16
17	2026-03-05 15:23:36	487416	874.16
20	2026-03-05 15:20:19	487219	872.19
20	2026-03-04 11:33:39	387219	872.19
19	2026-03-06 19:06:58	587218	872.18
19	2026-03-05 15:20:18	487218	872.18
18	2026-03-06 19:06:57	587217	872.17
18	2026-03-04 11:33:37	387217	872.17
17	2026-03-05 15:20:16	487216	872.16
17	2026-03-04 11:33:36	387216	872.16
20	2026-03-06 19:03:39	587019	870.19
20	2026-03-04 11:30:19	387019	870.19
19	2026-03-05 15:16:58	487018	870.18
19	2026-03-04 11:30:18	387018	870.18
18	2026-03-06 19:03:37	587017	870.17
18	2026-03-05 15:16:57	487017	870.17
17	2026-03-06 19:03:36	587016	870.16
17	2026-03-04 11:30:16	387016	870.16
20	2026-03-06 19:00:19	586819	868.19
20	2026-03-05 15:13:39	486819	868.19
19	2026-03-06 19:00:18	586818	868.18
19	2026-03-04 11:26:58	386818	868.18
18	2026-03-05 15:13:37	486817	868.17
18	2026-03-04 11:26:57	386817	868.17
17	2026-03-06 19:00:16	586816	868.16
17	2026-03-05 15:13:36	486816	868.16
20	2026-03-05 15:10:19	486619	866.19
20	2026-03-04 11:23:39	386619	866.19
19	2026-03-06 18:56:58	586618	866.18
19	2026-03-05 15:10:18	486618	866.18
18	2026-03-06 18:56:57	586617	866.17
18	2026-03-04 11:23:37	386617	866.17
17	2026-03-05 15:10:16	486616	866.16
17	2026-03-04 11:23:36	386616	866.16
20	2026-03-06 18:53:39	586419	864.19
20	2026-03-04 11:20:19	386419	864.19
19	2026-03-05 15:06:58	486418	864.18
19	2026-03-04 11:20:18	386418	864.18
18	2026-03-06 18:53:37	586417	864.17
18	2026-03-05 15:06:57	486417	864.17
17	2026-03-06 18:53:36	586416	864.16
17	2026-03-04 11:20:16	386416	864.16
20	2026-03-06 18:50:19	586219	862.19
20	2026-03-05 15:03:39	486219	862.19
19	2026-03-06 18:50:18	586218	862.18
19	2026-03-04 11:16:58	386218	862.18
18	2026-03-05 15:03:37	486217	862.17
18	2026-03-04 11:16:57	386217	862.17
17	2026-03-06 18:50:16	586216	862.16
17	2026-03-05 15:03:36	486216	862.16
20	2026-03-05 15:00:19	486019	860.19
20	2026-03-04 11:13:39	386019	860.19
19	2026-03-06 18:46:58	586018	860.18
19	2026-03-05 15:00:18	486018	860.18
18	2026-03-06 18:46:57	586017	860.17
18	2026-03-04 11:13:37	386017	860.17
17	2026-03-05 15:00:16	486016	860.16
17	2026-03-04 11:13:36	386016	860.16
20	2026-03-06 18:43:39	585819	858.19
20	2026-03-04 11:10:19	385819	858.19
19	2026-03-05 14:56:58	485818	858.18
19	2026-03-04 11:10:18	385818	858.18
18	2026-03-06 18:43:37	585817	858.17
18	2026-03-05 14:56:57	485817	858.17
17	2026-03-06 18:43:36	585816	858.16
17	2026-03-04 11:10:16	385816	858.16
20	2026-03-06 18:40:19	585619	856.19
20	2026-03-05 14:53:39	485619	856.19
19	2026-03-06 18:40:18	585618	856.18
19	2026-03-04 11:06:58	385618	856.18
18	2026-03-05 14:53:37	485617	856.17
18	2026-03-04 11:06:57	385617	856.17
17	2026-03-06 18:40:16	585616	856.16
17	2026-03-05 14:53:36	485616	856.16
20	2026-03-05 14:50:19	485419	854.19
20	2026-03-04 11:03:39	385419	854.19
19	2026-03-06 18:36:58	585418	854.18
19	2026-03-05 14:50:18	485418	854.18
18	2026-03-06 18:36:57	585417	854.17
18	2026-03-04 11:03:37	385417	854.17
17	2026-03-05 14:50:16	485416	854.16
17	2026-03-04 11:03:36	385416	854.16
20	2026-03-06 18:33:39	585219	852.19
20	2026-03-04 11:00:19	385219	852.19
19	2026-03-05 14:46:58	485218	852.18
19	2026-03-04 11:00:18	385218	852.18
18	2026-03-06 18:33:37	585217	852.17
18	2026-03-05 14:46:57	485217	852.17
17	2026-03-06 18:33:36	585216	852.16
17	2026-03-04 11:00:16	385216	852.16
20	2026-03-06 18:30:19	585019	850.19
20	2026-03-05 14:43:39	485019	850.19
19	2026-03-06 18:30:18	585018	850.18
19	2026-03-04 10:56:58	385018	850.18
18	2026-03-05 14:43:37	485017	850.17
18	2026-03-04 10:56:57	385017	850.17
17	2026-03-06 18:30:16	585016	850.16
17	2026-03-05 14:43:36	485016	850.16
